4.5779610009049065	0
5.565474000832182	1
6.490285999461776	2
23.405011001159437	3
24.3616240004485	4
25.356037000165088	5
26.27885000038077	6
43.231775000094785	7
44.20728799959761	8
45.183301001088694	9
46.14871400008269	10
47.16372700022475	11
48.127940000995295	12
49.083252999480464	13
50.01686499963398	14
67.0191919998615	15
67.9498040008184	16
68.83291600024677	17
69.73222800115764	18
70.67993999953615	19
87.6651660000789	20
88.67088000079093	21
89.59989200047858	22
90.58180499960145	23
107.51203000108944	24
108.43794200081902	25
109.29665399999067	26
110.15466500066395	27
111.11437799991108	28
112.05369100025564	29
112.91470200012554	30
113.88091499975417	31
114.78622700087726	32
131.740852000803	33
132.66066500000306	34
133.6311779996322	35
134.57689000097162	36
151.8115190010576	37
152.85503300037817	38
154.03734900064592	39
171.01227500097593	40
171.96228700049687	41
172.94130099980976	42
173.84871300055238	43
174.74852499981353	44
175.72983799982467	45
176.71275100110506	46
177.68766399967717	47
178.5896760011383	48
199.5812550012488	49
200.506867000513	50
201.3643789996422	51
202.31249100106652	52
219.29241700127022	53
220.26793000077305	54
221.19504200054507	55
222.1787550006411	56
239.16598100004194	57
240.1748949996545	58
241.21730899969407	59
242.17602099997748	60
243.14733400024124	61
244.10754699965764	62
245.06255999949644	63
246.05187300039688	64
256.962718000068	65
257.93013099973905	66
258.88364400088903	67
259.8596570005611	68
260.8067689998279	69
261.77188200017554	70
262.74219500010076	71
263.73250799952075	72
264.7196210000402	73
265.6811340002605	74
266.62414699967485	75
267.5943600006576	76
268.5223720000067	77
269.7192880004877	78
270.74610099953134	79
271.8950170001335	80
272.8414289995271	81
273.85384300032456	82
274.78125500056194	83
275.74016800099344	84
276.6578800001298	85
277.5501920004899	86
278.49780500037014	87
279.4438170003559	88
280.4133299996465	89
281.32204200119304	90
282.2161540007073	91
283.22236700114445	92
284.1952800008585	93
285.17629300040426	94
286.1329059996933	95
287.054218000776	96
287.9158300002018	97
288.8144420012395	98
289.7671549999359	99
