9.03972000014619	0
10.035634000814753	1
11.06394700036617	2
12.029760000586975	3
12.906072000987479	4
13.800684000671026	5
14.693196000735043	6
15.589507000186131	7
16.453419000754366	8
17.310630000793026	9
18.18394200017792	10
19.05095300026005	11
20.021366000946728	12
20.97547900120844	13
21.878191000723746	14
22.77100300125312	15
27.743968999857316	16
28.68378200037114	17
29.633993999595987	18
30.563207001250703	19
31.509819000348216	20
32.453232000989374	21
33.39664400118636	22
34.34425700106658	23
35.325070000908454	24
36.284783000155585	25
37.21359500013932	26
38.16580800048541	27
39.13662100057991	28
40.104334000716335	29
41.04034600095474	30
42.06965999946988	31
51.005379000343964	32
51.94329100049799	33
52.844502999505494	34
53.842716000872315	35
54.77282900028513	36
55.738140999892494	37
56.99305800044385	38
58.225075001246296	39
59.3949900012376	40
60.55750599989551	41
61.540718999822275	42
62.419330000921036	43
63.352843000757275	44
64.28805500036106	45
65.22596800095926	46
66.1119790001976	47
71.09274600043136	48
72.02785800109268	49
72.97737100088852	50
73.98618400111445	51
74.90559600046254	52
75.86190900110523	53
76.79782200102636	54
77.69763400028751	55
78.56804500079306	56
79.47705700098595	57
80.4215700009081	58
81.38108300045133	59
82.3428950006928	60
83.30950799972925	61
84.28242100126226	62
85.21163400109799	63
86.17564599990146	64
91.14131200112752	65
92.08932500041556	66
92.96363700013899	67
93.82884800106694	68
94.72816000015882	69
95.65697200014256	70
96.59548499985249	71
97.49089700017066	72
98.46781000123883	73
99.39522199965722	74
100.29663400018762	75
101.2776469997334	76
102.20855999978085	77
103.17447200031893	78
104.13368500121578	79
105.0998980008444	80
106.03201000049012	81
115.00503000024764	82
115.87514100028784	83
116.72875300064334	84
117.63626500032842	85
118.63097800051037	86
119.57949099996767	87
120.55220399997779	88
121.49151599987817	89
122.46902900005807	90
123.43444200087106	91
124.40505500126164	92
125.38566799958062	93
126.30827999964822	94
127.264393000587	95
128.15920499997446	96
129.06491700050537	97
129.9749290010368	98
130.86044100055005	99
